member_id,name,alias,kana,chamber,party,district,elected_count,roles,committees,party_divisions,career,as_of,member_company_offices,profile_url,source_url,verified,profile_asof,influence_tier,seniority
S-0053,大津 力,,おおつ つとむ,参,参政,埼玉,1,,内閣委員会;議院運営委員会;政府開発援助及び国際協力・人道支援等に関する特別委員会;国際問題に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025013.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0054,岡崎 太,,おかざき ふとし,参,維新,大阪,1,,総務委員会;議院運営委員会;政府開発援助及び国際協力・人道支援等に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025014.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0055,岡田 直樹,,おかだ なおき,参,自民,石川,4,,法務委員会;懲罰委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7004012.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0056,小川 克巳,,おがわ かつみ,参,自民,比例,2,厚生労働委員会 委員長,厚生労働委員会;行政監視委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7016012.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,mid
S-0057,奥田 ふみよ,遠藤 芙美代,おくだ ふみよ,参,れ新,比例,1,,環境委員会;予算委員会;憲法審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025012.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0058,奥村 祥大,,おくむら よしひろ,参,民主,東京,1,,総務委員会;決算委員会;資源エネルギー・持続可能社会に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025015.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0059,小沢 雅仁,,おざわ まさひと,参,立憲,比例,2,,総務委員会;災害対策及び東日本大震災復興特別委員会;憲法審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7019008.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0060,越智 俊之,,おち としゆき,参,自民,比例,1,経済産業大臣政務官,経済産業委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7022008.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,junior
S-0061,尾辻 朋実,末原 朋実,おつじ ともみ,参,無所属,鹿児島,1,,環境委員会;消費者問題に関する特別委員会;国民生活・経済に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025032.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0062,鬼木 誠,,おにき まこと,参,立憲,比例,1,,内閣委員会;議院運営委員会;資源エネルギー・持続可能社会に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7022009.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0063,小野田 紀美,,おのだ きみ,参,自民,岡山,2,経済安全保障担当外国人との秩序ある共生社会推進担当内閣府特命担当大臣,外交防衛委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7016013.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,mid
S-0064,かごしま 彰宏,籠島 彰宏,かごしま あきひろ,参,民主,神奈川,1,,農林水産委員会;政治改革に関する特別委員会;国民生活・経済に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025016.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0065,梶原 大介,,かじはら だいすけ,参,自民,比例,1,総務大臣政務官,総務委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7022012.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,junior
S-0066,加田 裕之,,かだ ひろゆき,参,自民,兵庫,2,,経済産業委員会;行政監視委員会;災害対策及び東日本大震災復興特別委員会;憲法審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7019011.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0067,嘉田 由紀子,,かだ ゆきこ,参,維新,比例,2,,法務委員会;決算委員会;災害対策及び東日本大震災復興特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7019012.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0068,片山 さつき,,かたやま さつき,参,自民,比例,3,財務大臣,文教科学委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7010020.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,mid
S-0069,片山 大介,,かたやま だいすけ,参,維新,兵庫,2,,財政金融委員会;議院運営委員会;憲法審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7016014.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0070,勝部 賢志,,かつべ けんじ,参,立憲,北海道,2,,文教科学委員会;議院運営委員会;沖縄・北方問題及び地方に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7019013.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0071,加藤 明良,,かとう あきよし,参,自民,茨城,1,,経済産業委員会;予算委員会;政治改革に関する特別委員会;消費者問題に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7022010.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0072,金子 道仁,,かねこ みちひと,参,維新,比例,1,,文教科学委員会;予算委員会;政治倫理審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7022013.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0073,かまやち 敏,釜萢 敏,かまやち さとし,参,自民,比例,1,,厚生労働委員会;決算委員会;災害対策及び東日本大震災復興特別委員会;国民生活・経済に関する調査会;憲法審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025017.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0074,神谷 宗幣,,かみや そうへい,参,参政,比例,1,,総務委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7022014.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0075,神谷 政幸,,かみや まさゆき,参,自民,比例,1,厚生労働大臣政務官,厚生労働委員会;国家基本政策委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7022015.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,junior
S-0076,川合 孝典,,かわい たかのり,参,民主,比例,3,,法務委員会;北朝鮮による拉致問題等に関する特別委員会;憲法審査会;情報監視審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7007022.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0077,川村 雄大,,かわむら ゆうだい,参,公明,東京,1,,厚生労働委員会;議院運営委員会;消費者問題に関する特別委員会;国民生活・経済に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025018.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0078,岸 真紀子,,きし まきこ,参,立憲,比例,2,,総務委員会;決算委員会;デジタル社会の形成及び人工知能の活用等に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7019016.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0079,北村 経夫,,きたむら つねお,参,自民,山口,4,内閣委員会 委員長,内閣委員会;行政監視委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7013019.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,mid
S-0080,北村 晴男,,きたむら はるお,参,保守,比例,1,,法務委員会;行政監視委員会;北朝鮮による拉致問題等に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025020.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0081,木戸口 英司,,きどぐち えいじ,参,立憲,岩手,2,資源エネルギー・持続可能社会に関する調査会 会長,総務委員会;政治改革に関する特別委員会;資源エネルギー・持続可能社会に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7016015.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,mid
S-0082,木村 英子,,きむら えいこ,参,れ新,比例,2,,国土交通委員会;政治改革に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7019015.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0083,吉良 よし子,吉良 佳子,きら よしこ,参,共産,東京,3,,文教科学委員会;決算委員会;こども・子育て・若者活躍に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7013017.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0084,串田 誠一,,くしだ せいいち,参,維新,比例,1,,環境委員会;予算委員会;消費者問題に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7022016.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0085,窪田 哲也,,くぼた てつや,参,公明,比例,1,,内閣委員会;予算委員会;沖縄・北方問題及び地方に関する特別委員会;国際問題に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7022017.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0086,熊谷 裕人,,くまがい ひろと,参,立憲,埼玉,2,文教科学委員会 委員長,文教科学委員会;災害対策及び東日本大震災復興特別委員会;政治倫理審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7019017.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,mid
S-0087,見坂 茂範,,けんざか しげのり,参,自民,比例,1,,国土交通委員会;行政監視委員会;災害対策及び東日本大震災復興特別委員会;資源エネルギー・持続可能社会に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025021.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0088,小池 晃,,こいけ あきら,参,共産,比例,5,,財政金融委員会;国家基本政策委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/5998022.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,senior
S-0089,上月 良祐,,こうづき りょうすけ,参,自民,茨城,3,,農林水産委員会;行政監視委員会;政治改革に関する特別委員会;こども・子育て・若者活躍に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7013022.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0090,郡山 りょう,郡山 玲,こおりやま りょう,参,立憲,比例,1,,厚生労働委員会;決算委員会;デジタル社会の形成及び人工知能の活用等に関する特別委員会;資源エネルギー・持続可能社会に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025022.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0091,古賀 千景,,こが ちかげ,参,立憲,比例,1,,文教科学委員会;決算委員会;災害対策及び東日本大震災復興特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7022019.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0092,古賀 友一郎,,こが ゆういちろう,参,自民,長崎,3,,経済産業委員会;予算委員会;消費者問題に関する特別委員会;憲法審査会;政治倫理審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7013021.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0093,古賀 之士,,こが ゆきひと,参,立憲,福岡,2,,経済産業委員会;行政監視委員会;政府開発援助及び国際協力・人道支援等に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7016018.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0094,小島 とも子,小島 智子,こじま ともこ,参,立憲,三重,1,,内閣委員会;予算委員会;こども・子育て・若者活躍に関する特別委員会;国民生活・経済に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025023.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0095,古庄 玄知,,こしょう はるとも,参,自民,大分,1,,法務委員会;予算委員会;政治改革に関する特別委員会;こども・子育て・若者活躍に関する特別委員会;憲法審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7022020.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0096,後藤 翔太,,ごとう しょうた,参,参政,比例,1,,文教科学委員会;国家基本政策委員会;消費者問題に関する特別委員会;資源エネルギー・持続可能社会に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025024.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0097,後藤 斎,,ごとう ひとし,参,民主,山梨,1,,国土交通委員会;行政監視委員会;政治改革に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025025.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0098,小西 洋之,,こにし ひろゆき,参,立憲,千葉,3,,厚生労働委員会;政治改革に関する特別委員会;憲法審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7010024.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0099,小林 一大,,こばやし かずひろ,参,自民,新潟,1,,外交防衛委員会;決算委員会;北朝鮮による拉致問題等に関する特別委員会;国民生活・経済に関する調査会;憲法審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7022018.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0100,小林 孝一郎,,こばやし こういちろう,参,自民,岡山,1,,財政金融委員会;決算委員会;災害対策及び東日本大震災復興特別委員会;国民生活・経済に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025026.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0101,小林 さやか,中山 さやか,こばやし さやか,参,民主,千葉,1,,法務委員会;行政監視委員会;こども・子育て・若者活躍に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025041.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0102,こやり 隆史,小鑓 隆史,こやり たかし,参,自民,滋賀,2,,法務委員会;予算委員会;政治改革に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7016017.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0103,齊藤 健一郎,,さいとう けんいちろう,参,自民,比例,1,,総務委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7023002.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0104,斎藤 嘉隆,,さいとう よしたか,参,立憲,愛知,3,,文教科学委員会;国家基本政策委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7010027.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0105,酒井 庸行,,さかい やすゆき,参,自民,愛知,3,国土交通副大臣,国土交通委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7013024.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,mid
S-0106,櫻井 祥子,,さくらい しょうこ,参,参政,茨城,1,,経済産業委員会;決算委員会;北朝鮮による拉致問題等に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025028.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0107,櫻井 充,,さくらい みつる,参,自民,宮城,5,政治改革に関する特別委員会 委員長,財政金融委員会;災害対策及び東日本大震災復興特別委員会;政治改革に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/5998030.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,senior
S-0108,佐々木 雅文,,ささき まさふみ,参,公明,比例,1,,総務委員会;予算委員会;災害対策及び東日本大震災復興特別委員会;憲法審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025029.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0109,佐々木 りえ,中野 理江,ささき りえ,参,維新,大阪,1,,農林水産委員会;政治改革に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025040.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0110,佐藤 啓,,さとう けい,参,自民,奈良,2,内閣官房副長官,内閣委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7016019.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0111,里見 隆治,,さとみ りゅうじ,参,公明,愛知,2,外交防衛委員会 委員長,外交防衛委員会;行政監視委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7016020.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,mid
S-0112,塩入 清香,,しおいり さやか,参,参政,東京,1,,財政金融委員会;予算委員会;憲法審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025030.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0113,塩村 あやか,塩村 文夏,しおむら あやか,参,立憲,東京,2,,内閣委員会;政治改革に関する特別委員会;国際問題に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7019020.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0114,柴 愼一,,しば しんいち,参,立憲,比例,1,,財政金融委員会;消費者問題に関する特別委員会;国民生活・経済に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7022021.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0115,柴田 巧,,しばた たくみ,参,維新,比例,3,,内閣委員会;国家基本政策委員会;政治改革に関する特別委員会;憲法審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7010029.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0116,自見 はなこ,橋本 英子,じみ はなこ,参,自民,比例,2,,厚生労働委員会;予算委員会;沖縄・北方問題及び地方に関する特別委員会;北朝鮮による拉致問題等に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7016021.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0117,清水 真人,,しみず まさと,参,自民,群馬,2,文部科学大臣政務官,文教科学委員会;国家基本政策委員会;北朝鮮による拉致問題等に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7019018.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,mid
S-0118,下野 六太,,しもの ろくた,参,公明,福岡,2,災害対策及び東日本大震災復興特別委員会 委員長,文教科学委員会;災害対策及び東日本大震災復興特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7019021.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,mid
S-0119,白川 容子,,しらかわ ようこ,参,共産,比例,1,,厚生労働委員会;国民生活・経済に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025031.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0120,進藤 金日子,,しんどう かねひこ,参,自民,比例,2,,農林水産委員会;議院運営委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7016022.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0121,榛葉 賀津也,,しんば かづや,参,民主,静岡,5,,外交防衛委員会;国家基本政策委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7001027.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,senior
S-0122,末松 信介,,すえまつ しんすけ,参,自民,兵庫,4,,文教科学委員会;決算委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7004033.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0123,杉 久武,,すぎ ひさたけ,参,公明,大阪,3,,財政金融委員会;予算委員会;政治改革に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7013028.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0124,杉尾 秀哉,,すぎお ひでや,参,立憲,長野,2,,内閣委員会;予算委員会;政治倫理審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7016023.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0125,杉本 純子,,すぎもと じゅんこ,参,参政,愛知,1,,農林水産委員会;行政監視委員会;災害対策及び東日本大震災復興特別委員会;国際問題に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025033.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0126,鈴木 大地,,すずき だいち,参,自民,東京,1,,文教科学委員会;議院運営委員会;沖縄・北方問題及び地方に関する特別委員会;デジタル社会の形成及び人工知能の活用等に関する特別委員会;国際問題に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025034.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0127,鈴木 宗男,,すずき むねお,参,自民,比例,2,国際問題に関する調査会 会長,法務委員会;沖縄・北方問題及び地方に関する特別委員会;国際問題に関する調査会;憲法審査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7019023.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,mid
S-0128,石 平,北埜 陽,せき へい,参,維新,比例,1,,外交防衛委員会;沖縄・北方問題及び地方に関する特別委員会;国際問題に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025019.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0129,関口 昌一,,せきぐち まさかず,参,無所属,埼玉,5,,法務委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7003005.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,senior
S-0130,大門 実紀史,,だいもん みきし,参,共産,比例,5,,内閣委員会;予算委員会;デジタル社会の形成及び人工知能の活用等に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7001001.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,senior
S-0131,高木 かおり,高木 佳保里,たかぎ かおり,参,維新,大阪,2,,内閣委員会;決算委員会;こども・子育て・若者活躍に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7016026.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0132,高木 真理,,たかぎ まり,参,立憲,埼玉,1,,財政金融委員会;予算委員会;こども・子育て・若者活躍に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7022023.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
S-0133,高橋 克法,,たかはし かつのり,参,自民,栃木,3,総務副大臣,総務委員会;国家基本政策委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7013030.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,mid
S-0134,高橋 はるみ,,たかはし はるみ,参,自民,北海道,2,財務大臣政務官,財政金融委員会;沖縄・北方問題及び地方に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7019026.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,A,mid
S-0135,高橋 光男,,たかはし みつお,参,公明,兵庫,2,,農林水産委員会;議院運営委員会;政府開発援助及び国際協力・人道支援等に関する特別委員会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7019027.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,mid
S-0136,高良 沙哉,坂本 沙哉,たから さちか,参,沖縄,沖縄,1,,環境委員会;国際問題に関する調査会,,,2026-07-03,,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/profile/7025027.htm,https://www.sangiin.go.jp/japanese/joho1/kousei/giin/218/giin.htm,yes,,B,junior
