member_id,name,alias,kana,chamber,party,district,elected_count,roles,committees,party_divisions,career,as_of,member_company_offices,profile_url,source_url,verified,profile_asof,influence_tier,seniority
H-0332,長谷川 淳二,,はせがわ じゅんじ,衆,自民,愛媛3,3,,内閣委員会;政治改革に関する特別委員会,,昭和四十三年八月五日生まれ、東京大学法学部卒業○平成三年自治省（現総務省）入省、自治財政局財政企画官、愛媛県副知事、自治財政局準公営企業室長、内閣官房内閣参事官、自治財政局地方債課長、同財務調査課長、自治行政局地域政策課長を経て、令和三年十月衆議院選挙に立候補、初当選○総務大臣政務官○自由民主党愛媛県支部連合会会長、選挙対策副委員長、広報戦略局長○衆議院内閣委員会理事、政治改革特別委員会理事、農林水産委員、東日本大震災復興及び原子力問題調査特別委員○著書『ようこそ地方財政』○当選三回（49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/332.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0333,畑野 君枝,,はたの きみえ,衆,共産,（比）南関東,3（参1）,,国土交通委員会;憲法審査会,,一九五七年一月十九日神奈川県川崎市に生まれ、川崎市立上丸子小学校、横浜市立上永谷中学校、神奈川県立横浜緑ケ丘高校、横浜国立大学教育学部（国語専攻）卒業、私立清明学園中学教諭を四年間勤める。日本民主青年同盟中央委員・神奈川県委員長として、青年運動に従事。一九九七年日本共産党中央委員となり、現在に至る。参議院議員（一期）。現在国土交通委員、憲法審査会委員○当選三回（47 48 51）参一回（18）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/333.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0334,鳩山 二郎,,はとやま じろう,衆,自民,福岡6,5,,内閣委員会;予算委員会,,昭和五十四年一月東京都文京区に生まれる、杏林大学社会科学部卒業○衆議院議員秘書、法務大臣政務秘書官、衆議院議員公設秘書、大川市長○国土交通大臣政務官兼内閣府大臣政務官、総務大臣政務官、内閣府副大臣○当選五回（47補48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/334.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0335,葉梨 康弘,,はなし やすひろ,衆,自民,茨城3,8,,農林水産委員会;憲法審査会,,昭和三十四年十月十二日生、本籍茨城県美浦村木原、東京大学法学部卒業○昭和五十七年警察庁入庁、在インドネシア日本国大使館一等書記官、警察庁生活安全局少年課理事官○法務大臣、農林水産副大臣、法務副大臣兼内閣府副大臣、財務大臣政務官○衆議院法務委員長○自由民主党政務調査会会長代理、副幹事長○著書に『少年非行について考える』等○当選八回（43 44 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/335.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0336,馬場 伸幸,,ばば のぶゆき,衆,維新,大阪17,6,,懲罰委員会;憲法審査会,,昭和四十年一月大阪府堺市鳳西町に生まれる、大阪府立鳳高等学校卒業、会社員、衆議院議員中山太郎秘書、堺市議会議員となる。日本維新の会幹事長、大阪維新の会副代表、日本維新の会代表、日本維新の会顧問となる○当選六回（46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/336.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0337,浜田 靖一,,はまだ やすかず,衆,自民,千葉12,12,,安全保障委員会,,昭和三十年十月千葉県富津市に生まれる、専修大学経営学部卒業○渡辺美智雄大蔵大臣秘書官、浜田幸一代議士秘書○防衛庁副長官、防衛大臣○自由民主党青年局長、国防部会長、国防部会政策小委員長、水産政策小委員長、政務調査会副会長、国会対策委員長、幹事長代理、水産総合調査会長○衆議院安全保障委員長、テロ防止特別委員長、国家基本政策委員長、予算委員長、倫理選挙特別委員長、議院運営委員長○当選十二回（40 41 42 43 44 45 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/337.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0338,浜地 雅一,,はまち まさかず,衆,中道,（比）九州,6,,厚生労働委員会;情報監視審査会,,昭和四十五年五月八日福岡県福岡市に生まれる、早稲田大学法学部卒業、弁護士○外務大臣政務官○厚生労働副大臣○当選六回（46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/338.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0339,林 拓海,,はやし たくみ,衆,みらい,（比）東北,1,,農林水産委員会,,平成九年九月一日に北海道釧路市に生まれ札幌市で育つ。立命館慶祥高等学校卒業、北海道教育大学札幌校教育学部を卒業後、通信制高校勤務。二〇二六年第五十一回衆議院議員選挙で比例東北ブロックにてチームみらいより初当選、衆議院農林水産委員○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/339.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
H-0340,林 芳正,,はやし よしまさ,衆,自民,山口3,3（参5）,総務大臣,,,総務大臣 昭和三十六年生まれ。下関西高校卒、昭和五十九年東京大学法学部卒○三井物産（株）、サンデン交通（株）、山口合同ガス（株）の勤務を経て、平成三年渡米。米国上院ウィリアム・ロス議員の下、マンスフィールド法案を手がける。ハーバード大学ケネディ行政大学院修了○平成七年参議院当選。大蔵政務次官、内閣府副大臣、防衛大臣、内閣府特命担当大臣（経済財政政策）、農林水産大臣、文部科学大臣、令和三年衆議院当選、外務大臣、内閣官房長官、総務大臣○自民党行政改革推進本部事務局長、参・政策審議会会長、政務調査会会長代理、農林水産戦略調査会会長、知的財産戦略調査会会長○参議院外交防衛委員長、ＯＤＡ特別委員長、ＴＰＰ特別委員長、憲法審査会会長○著書『国会議員の仕事』ほか○当選三回（49 50 51）参五回（17 19 21 23 25）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/340.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,A,senior
H-0341,原田 直樹,,はらだ なおき,衆,中道,（比）南関東,1,,外務委員会;東日本大震災復興及び原子力問題調査特別委員会,,平成二年十一月神奈川県鎌倉市に生まれる、早稲田大学国際教養学部卒業、北京大学国際関係学院卒業、東京大学公共政策大学院修士課程修了、ソウル大学国際大学院修士課程修了○株式会社野村総合研究所勤務○公明党青年局次長○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/341.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
H-0342,原山 大亮,,はらやま だいすけ,衆,維新,（比）近畿,1,,農林水産委員会,,昭和五十一年十一月二十二日奈良県吉野郡大淀町に生まれる、大淀町立大淀中学校卒業、近畿大学通信教育部法学部法律科在学中、橿原市議会議員、橿原市議会議長、奈良県議会議員○日本維新の会奈良県総支部政調会長、日本維新の会衆議院奈良県第三選挙区支部長、日本維新の会衆議院国会対策委員会副委員長○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/342.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
H-0343,東田 淳平,,ひがしだ じゅんぺい,衆,自民,（比）近畿,1,,外務委員会;政治改革に関する特別委員会,,昭和五十八年一月兵庫県宝塚市に生まれる、神戸大学経営学部卒業、三菱商事株式会社○当選一回（51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/343.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,junior
H-0344,日野 紗里亜,,ひの さりあ,衆,国民,愛知7,2,,厚生労働委員会;地域活性化・こども政策・デジタル社会形成に関する特別委員会,,昭和六十二年十一月東京に生まれる、愛知学院大学法学部卒業○一般社団法人あいち多胎ネット設立、代表理事○株式会社ジョイフルハーツ代表取締役○当選二回（50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/344.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,mid
H-0345,平井 卓也,,ひらい たくや,衆,自民,（比）四国,10,,内閣委員会,,昭和三十三年一月香川県高松市に生まれる、上智大学外国語学部卒、（株）電通入社、西日本放送（株）代表取締役、学校法人高松中央高等学校理事長等歴任。平成十七年内閣府大臣政務官就任、平成十八年自民党経済産業部会長就任、平成十九年国土交通副大臣就任、平成二十一年自民党ＩＴ戦略特命委長就任、平成二十三年自民党総務部会長就任、平成二十四年衆議院内閣委長就任、平成二十九年自民党広報本部長就任、平成三十年情報通信技術（ＩＴ）政策担当内閣府特命担当大臣就任、令和元年自民党デジタル社会推進特別委長就任、令和二年デジタル改革担当大臣就任、令和三年初代デジタル大臣就任、同三年自民党デジタル社会推進本部長就任、令和五年自民党広報本部長就任、令和六年同本部長再任○当選十回（42 43 44 45 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/345.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
H-0346,平口 洋,,ひらぐち ひろし,衆,自民,広島2,7,法務大臣,,,法務大臣 昭和二十三年八月広島県江田島市に生まれる、東京大学法学部卒業、建設省入省、道路局配属、米国ペンシルバニア大学大学院留学（地域計画）、鳥取県企画部企画課長、建設経済局調整課長、秋田県警察本部長、建設省（国土交通省）河川局次長。平成十七年衆院選初当選。平成二十五年法務大臣政務官、平成二十七年環境副大臣となる。衆議院予算委員会理事、自由民主党副幹事長、衆議院法務委員長、平成三十年法務副大臣となる。自由民主党国土交通部会長、衆議院国土交通委員会理事、令和三年十一月衆議院農林水産委員長、令和七年法務大臣、令和八年法務大臣再任○当選七回（44 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/346.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,A,senior
H-0347,平沢 勝栄,,ひらさわ かつえい,衆,自民,東京17,11,,内閣委員会,,昭和二十年九月四日岐阜県白川村に生まれる、東大法学部卒業、米国デューク大学院修士課程修了○昭和四十三年警察庁入庁、在英日本国大使館一等書記官、内閣官房長官秘書官、警視庁防犯部長、岡山県警察本部長、警察庁長官官房審議官、防衛庁長官官房審議官等を歴任○内閣府副大臣、衆議院外務委員長、北朝鮮による拉致問題等に関する特別委員長、予算委員会理事、自民党中央政治大学院学院長、自民党広報本部長、復興大臣、自民党国際局長等を歴任○著書『日本の警察』『日本よ国家たれ』『拉致問題』『もう黙っていられない！』等○当選十一回（41 42 43 44 45 46 47 48 49 50 51）,2026-07-03,,https://www.shugiin.go.jp/internet/itdb_giinprof.nsf/html/profile/347.html,https://www.shugiin.go.jp/internet/itdb_annai.nsf/html/statics/syu/1giin.htm,yes,令和8年4月現在,B,senior
